PARKINGLOT_NO,NAME,ADDRESS,TEL,LAT,LOG
621,다목적,서울특별시 금천구 시흥대로 150길 56,02-2627-1732,37.461,126.911
622,구룡,서울특별시 금천구 독산로 107길 13,02-2627-1732,37.460,126.909
623,독산4동,서울특별시 금천구 독산로 78다길 9,02-2627-1732,37.482,126.883
624,시흥1동,서울특별시 금천구 시흥대로 51길 93,02-2627-1732,37.482,126.882
625,시흥3동,서울특별시 금천구 시흥대로 34길 20,02-2627-1732,37.464,126.897
626,삼성,서울특별시 금천구 독산로 24마길 30,02-2627-1732,37.464,126.897
627,효봉,서울특별시 금천구 독산로 50마길 6,02-2627-1732,37.459,126.899
628,시흥4동,서울특별시 금천구 독산로 32가길 33,02-2627-1732,37.474,126.904
629,가산디지털 노외,서울특별시 금천구 벚꽃로 309,,37.473,126.902
630,가산디지털환승,서울특별시 금천구 벚꽃로 309,,37.467,126.901
631,대보 노외주차장,서울특별시 금천구 시흥대로 101길 7,02-802-1234,37.471,126.899
632,현대주차장,서울특별시 금천구 시흥대로 288-8,02-803-0994,37.470,126.901
633,남문주차장,서울특별시 금천구 독산로 85길40,,37.468,126.898
634,전주주차장,서울특별시 금천구 범안로 1249,,37.469,126.895
635,새서울 주차장,서울특별시 금천구 금하로 14길6-16,,37.471,126.891
636,교통공원길,서울특별시 송파구 올림픽로 35다길,,37.517,127.104
637,봉상시길,서울특별시 송파구 올림픽로8길,,37.510,127.078
638,위례성길,서울특별시 송파구,,37.516,127.115
639,위례성길(방이습지),서울특별시 송파구,,37.508,127.138
640,로데오길,서울특별시 송파구,,37.490,127.123
641,문정골길,서울특별시 송파구,,37.489,127.124
642,비석거리,서울특별시 송파구,,37.497,127.117
643,석촌역,서울특별시 송파구,,37.506,127.108
644,마천동1,서울특별시 송파구 성내천로43길 6,,37.495,127.155
645,마천동2,서울특별시 송파구 성내천로299-7,,37.494,127.156
646,마천동3,서울특별시 송파구 마천로 301-1,,37.496,127.150
647,천마,서울특별시 송파구 성내천로33가길 20,,37.500,127.155
648,삼전동,서울특별시 송파구 백제고분로32길 25-17,,37.500,127.096
649,송파동,서울특별시 송파구 백제고분로44길13-25,,37.507,127.113
650,방이동,서울특별시 송파구 백제고분로 481,,37.514,127.114
651,풍납1공영,서울특별시 송파구 풍성로25나길 6,,37.536,127.120
652,풍납2공영,서울특별시 송파구 풍성로5길 16,,37.536,127.116
653,거여동공영,서울특별시 송파구 오금로68길 8,,37.492,127.150
654,문정근린공원,서울특별시 송파구 문정로 지하12,,37.486,127.125
655,송파근린공원주차장,서울특별시 송파구 백제고분로42길5,,37.506,127.109
656,방이고분 주차장,서울특별시 송파구 오금로219,,37.507,127.118
657,석촌고분 주차장,서울특별시 송파구 가락로7길 21,,37.501,127.103
658,카페고고스,서울특별시 송파구 석촌호수로197,,37.507,127.098
659,더다이닝호수,서울특별시 송파구 잠실로148,,37.511,127.101
660,송파나루공원 동호주차장,서울특별시 송파구 잠실로180,,37.513,127.107
661,서울놀이마당,서울특별시 송파구 삼학사로 136,,37.509,127.098
662,아시아공원,서울특별시 송파구 올림픽로44,,37.510,127.078
663,풍납유수지,서울특별시 송파구 올림픽로41길 108,,37.525,127.106
664,탄천,서울특별시 송파구 탄천동로 36,,37.513,127.069
665,가락동1(체비지),서울특별시 송파구 중대로9길 13-14,,37.494,127.119
666,가락동2(체비지),서울특별시 송파구 중대로9길 16,,37.495,127.120
667,장지동 문정동(체비지),서울특별시 송파구 송이로31길,,37.491,127.134
668,풍납시장,서울특별시 송파구 바람드리길 50,,37.537,127.121
669,잠실나루역 환승주차장 (노상),서울특별시 송파구 오금로20,,37.521,127.103
670,신천유수지 주차장,서울특별시 송파구 오금로 1,,37.522,127.103
671,복정역 환승,서울특별시 송파구 송파대로 지하 6,,37.470,127.128
672,잠실역환승,서울특별시 송파구 올림픽로 300(신천동),,37.515,127.106
673,동서울호텔길 노상 공영주차장,서울특별시 광진구 구의강변로,02-2049-4540,37.536,127.092
674,송림식당길 노상 공영주차장,서울특별시 광진구 뚝섬로41길,02-2049-4540,37.534,127.075
675,중곡동복개천 노상 공영주차장,서울특별시 광진구 긴고랑로,02-2049-4540,37.560,127.087
676,신성시장길 노상 공영주차장,서울특별시 광진구 영화사로,02-2049-4540,37.555,127.095
677,중곡3동 마을공원 공영주차장,서울특별시 광진구 용마산로33길25,02-2049-4540,37.570,127.085
678,능동 공영주차장,서울특별시 광진구 천호대로112길 56,02-2049-4540,37.554,127.080
679,구의1동 공영주차장,서울특별시 광진구 자양로18길 78,02-2049-4540,37.538,127.088
680,구의3동 공영주차장,서울특별시 광진구 광나루로52길 83,02-2049-4540,37.539,127.091
681,자양유수지,서울특별시 광진구 뚝섬로52길 74,02-2049-4540,37.529,127.078
682,자양4동 공영,서울특별시 광진구 아차산로32길,02-2049-4540,37.540,127.068
683,화양동 공영,서울특별시 광진구 군자로 22,02-2049-4540,37.545,127.071
684,광진광장 공영,서울특별시 광진구 광나루로 389(군자동),02-2049-4540,37.548,127.073
685,구로2동 마을공동,서울특별시 구로구 구로동로28길 81,02-839-4875,37.491,126.888
686,구로3동 마을공동,서울특별시 구로구 도림로6길 30,02-839-4875,37.485,126.888
687,신도림역 환승,서울특별시 구로구 새말로 121-15,02-839-4875,37.508,126.892
688,구로아트밸리 지하,서울특별시 구로구 가마산로25길 21,02-839-4875,37.497,126.890
689,구로리공원 지하,서울특별시 구로구 구로중앙로 13,02-839-4875,37.491,126.892
690,하늘공원 주차장,서울특별시 구로구 벚꽃로 370,02-839-4875,37.487,126.881
691,고척1동 마을공동,서울특별시 구로구 중앙로8길 16,02-839-4875,37.502,126.864
692,개봉1동 노외,서울특별시 구로구 경인로33길 51,02-839-4875,37.506,126.845
693,오류1동 텃골,서울특별시 구로구 경인로15길 22,02-839-4875,37.495,126.839
694,고척근린공원 지하,서울특별시 구로구 고척로45길 39,02-839-4875,37.506,126.844
695,구로4동 주택가 공동,서울특별시 구로구 구로동로 26길 54,02-839-4875,37.490,126.878
